,,Q1 ,Q2,,,,,,,Q3,,,,Q4,,,,,,,,,,,,,,,,Q5,Q6,Q7,,,,,,,,,,,,,,,,Q8,Q9,Q10,Q11
Etab,Etud,Q1 ,Q2-1,Q2-2,Q2-3,Q2-4,Q2-5,Q2-6,Q2-7,Q3-1tpc,Q3-2sp,Q3-3tab,Q3-4ord,Q4-1,Q4-2,Q4-3,Q4-4,Q4-5,Q4-6,Q4-7,Q4-8,Q4-9,Q4-10,Q4-11,Q4-12,Q4-13,Q4-14,Q4-15,Q4-16,Q5,Q6,Q7-1,Q7-2,Q7-3,Q7-4,Q7-5,Q7-6,Q7-7,Q7-8,Q7-9,Q7-10,Q7-11,Q7-12,Q7-13,Q7-14,Q7-15,Q7-16,Q8,Q9,Q10,Q11
Sa1,ESI18,papier,1,,,,,,,osp,non,non,non,,,,,,,,,,,,,,1,,,js,js,,,,,,,,,,,,,,1,,,js,js,F,41
Sa1,ESI19,papier,1,,,,,,,non,non,non,non,,,,1,,,,,,,,,,,,,js,qqf,,,,,,,,,,,,,,1,,,NR,NR,F,22
Sa1,ESI20,X,1,,,1,,,,ot,NR,ot,NR,1,1,,1,,,,,,,,,,,,,qqf,qqf,1,,,,,,,,,1,1,,,,,,sv,qqf,F,21
Sa1,ESI21,papier,1,,,,,,,non,ot,non,non,,,1,,,,,1,,,,,,,,,js,sv,,,1,,,,1,,,,,,,,,,js,js,F,21
Sa1,ESI22,papier,,1,,,,,,non,osp,non,non,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,,,,,,,,,,,,,,1,,,js,js,H,NA
Sa1,ESI23,pas,,,,1,,,,non,ot,non,non,1,,,1,1,,,,,,,,,,,,qqf,qqf,1,,,1,,,1,,,,,,,,,,qqf,qqf,F,22
Sa1,ESI24,pas,,,,,,1,,ot,NR,NR,NR,,,,1,1,,,,,1,,,,,,,js,sv,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NA
Sa1,ESI25,papier,1,,,,,,,NR,osp,NR,NR,,,,,,,,,,,,,,1,,,js,js,,,,,,,,,,,,,,,1,,NA,NA,F,22
Sa1,ESI26,ordi,,1,,1,,,,ot,ot,ot,non,1,,,1,1,,,,,1,,1,,,,,qqf,qqf,,,,,,,,,,,1,,,,,,tt,js,F,22
Sa1,ESI27,papier,1,,,,,,,non,ot,non,non,,,,1,,,,,,,,,,,,,js,qqf,,,,,,,,,,,,,,,1,,NA,NA,F,20
Sa1,ESI28,papier,1,,,,,,,non,ot,non,non,,,,1,1,,,,,,,1,,,,,js,sv,,,,,,,,,,,,,,,1,,NA,NA,F,23
Sa1,ESI29,papier,,,,,,1,,osp,non,non,non,,,,1,,,,,,,,,,,,,js,js,,,,,,,,,,,,,,,1,,NA,NA,F,38
Sa1,ESI30,pas,1,,,,,,,non,osp,non,non,,,,1,,,,,,,,,,,,,js,sv,,,,,,,,,,,,,,,1,,NA,NA,F,22
Sa1,ESI31,papier,1,,,,,,,NR,osp,NR,NR,,,,,1,,,,,,,,,,,,1X,1X,,,,,,,,,,,,,,,1,,NA,NA,F,35
Sa1,ESI32,pas,,,,1,,,,osp,non,non,non,,1,,1,,,,,,,,,,,,,qqf,qqf,,,,,,,,,,,,,,,1,,NA,NA,F,20
Sa1,ESI33,pas,,,,,,1,,ot,non,ot,non,1,,,1,1,,,,,1,1,,,,,,qqf,1X,1,,,,1,,,,,,,,,,,,qqf,1X,H,23
Sa1,ESI34,pas,1,,,1,,,,non,osp,osp,non,,,1,,,,,,,,,,,,,,qqf,qqf,,,,,,,,,,,,,,1,,,NR,NR,F,22
Sa1,ESI35,pas,1,,,,,,,non,ot,non,non,1,1,,1,1,,,,,,,,,,,,qqf,qqf,,,,,,,,,,,,,,,1,,NA,NA,H,21
Sa1,ESI36,papier,,,,1,,,,ot,non,non,non,,,,1,,,,,,,,,,,,,qqf,qqf,,,,,,,,,,,,,,,1,,NA,NA,F,24
Sa1,ESI37,papier,,1,,,,,,ot,non,non,non,1,1,,1,1,,,,,1,,,,,,,qqf,qqf,,,,,,,,,,,,,,,1,,NA,NA,H,23
Sa1,ESI38,pas,,,,1,,,,ot,ot,NR,NR,1,,,1,,,,,,,,1,,,,,qqf,qqf,,,,,,,,,,,,,,,,1,nvp,NR,H,21
Sa1,ESI39,papier,1,1,,1,,,,non,ot,non,non,,,,1,,,,,,,,,,,,,qqf,NR,,,,,,,,,,,,,,,1,,NA,NA,F,23
Sa1,ESI40,papier,1,,,,,,,non,non,non,non,,,,,,,,,,,,,,1,1,,NA,NA,,,,,,,,,,,,,,,1,,NA,NA,F,24
Sa1,ESI41,papier,,,,,,1,,non,osp,non,non,,,,,,,,,,,,,,1,1,,NR,NR,,,,,,,,,,,,,,,1,,NA,NA,H,21
Sa1,ESI42,papier,1,,,,,,,osp,osp,non,non,1,,,1,,,,,,,,,,,,,qqf,1X,,,,,,,,,,,,,,,1,,NA,NA,F,21
H1,ESI1,ordi,1,1,,,1,,film,non,ot,NR,ot,1,1,1,1,1,1,1,1,1,1,1,,,,,,qqf,sv,1,1,1,1,1,,,,,1,1,,,,,,tt,sv,H,21
H1,ESI2,papier,1,,,,,,,non,osp,ot,non,1,,,,,,,,,,,,,,,,qqf,qqf,,,,,,,,,,,,,regcours,,,,tt,js,F,20
H1,ESI3,ordi,1,,,,,,,non,osp,non,ot,,,,,,,,,,,,,,1,,,js,js,,,,,,,,,,,1,,,,,,tt,js,F,20
H1,ESI4,ordi,,,,,,1,,non,ot,non,ot,,,,1,,,,,,,,,,,,,js,sv,,1,,,,,,,,,,,regppt,,,,tt,qqf,F,21
H1,ESI5,pas,,,,,,1,,non,ot,non,ot,,1,,1,,,,,,,,1,,,,,jnsp,jnsp,,1,,,,,,,,,,,,,,,tt,tt,F,22
H1,ESI6,ordi,,1,,,,,,NR,osp,NR,ot,,,,,,,,,,,,,,1,,,1X,js,1,,,,,,,,,,,,,,,,tt,js,F,48
H1,ESI7,ordi,1,,,,,,,non,ot,non,ot,1,,,1,,,,1,,,1,,,,,,sv,qqf,,,,,,,,,,1,1,,,,,,sv,js,F,21
H1,ESI8,papier,,,,,,1,,NR,osp,NR,osp,,,,,,,,,,,,,,1,,,NR,NR,,,,,,,,,,,,,,1,,,NR,NR,F,32
H1,ESI9,papier,1,,,,,,,non,ot,non,non,,,,,,,,,,,,,,1,,,js,js,,,,,,,,,,,,,,,1,,NA,NA,F,20
H1,ESI10,papier,1,,,,,,,non,osp,non,non,,,,,,,,,,,,,,1,,,js,js,,,,,,,,,,,,,,,1,,NA,NA,F,25
H1,ESI11,X,,,,,,1,,non,ot,ot,non,,,,1,,,,,,,,,,,,,js,1X,,,,,,,,,,,1,,,,,,sv,js,F,22
H1,ESI12,papier,,,,,,1,,osp,non,ot,non,,,,1,,,,,,,,,,,,,js,1X,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,js,1X,F,19
H1,ESI13,papier,1,,,,,,,non,osp,non,non,,,,,,,,,,,,,,1,1,,NA,NA,,,,,,,,,,,,,,,1,,NA,NA,F,33
H1,ESI14,ordi,1,,,,,,,osp,NR,NR,ot,,,,,,,,,,,,,,,1,,NA,NA,,,,,,,,,,,1,,,,,,NR,NR,F,22
H1,ESI15,pas,1,,,,,,,non,ot,ot,non,,,,1,,,,1,,,,1,,,,,js,qqf,,,,,,,,,1,1,,,,,,,js,qqf,F,22
H1,ESI16,ordi,,1,,,,,,non,ot,non,ot,1,1,,1,1,,,,,,,1,,,,,1X,qqf,1,,,1,,,,,,,,1,,,,,sv,sv,F,35
H1,ESI17,papier,,,,,,1,,non,osp,non,osp,,,,,,,,,,,,,,1,,,js,js,,,,,,,,,,,,,,1,,,js,js,F,21
H1,ESI18,pas,,,,,,1,,non,ot,osp,non,,,,1,,,,1,,,,1,,,,,js,qqf,,,,,,,,,,,,,,1,,,js,js,F,20
H1,ESI19,papier,1,,,,,,,osp,non,non,non,,,,,,,,,,,,,,1,,,js,js,,,,,,,,,,,,,,,1,,NA,NA,F,39
H1,ESI20,pas,1,1,,,,,,NR,ot,ot,NR,1,1,1,1,1,,,1,,1,,,,,,,qqf,sv,,,,,,,,,,,,,,1,,,js,js,F,22
H1,ESI21,pas,,,,,,1,,non,ot,ot,non,,,,,1,,,1,,,,,,,,,tt,1X,,,,1,,,,,,,,,,,,,js,tt,F,23
H1,ESI22,pas,,,,,,1,,non,osp,non,non,,,,1,,,,,,,,,,,,,js,1X,,,,,,,,,,,,,,,1,,NA,NA,F,20
H1,ESI23,pas,,,,,,1,,NR,ot,NR,NR,,,,1,,,,,,1,,,,,,,js,sv,,,,,,,,,,,,,,,1,,NA,NA,H,30
H1,ESI24,pas,,,,,,1,,non,ot,non,ot,,,,1,,,,,,,,1,,,,,sv,qqf,,,,,,,,,,,,1,,,,,js,js,F,29
H1,ESI25,pas,1,1,,,,,,NR,ot,NR,ot,1,1,,,,,,,,,,,,,,,qqf,qqf,1,1,,,,,,,,1,1,1,,,,,tt,tt,F,21
H1,ESI26,pas,1,,,,,,,non,ot,ot,non,,,,,,,,,,,,1,,,,,js,1X,,,,,,,,,,1,1,,,,,,js,qqf,F,21
H1,ESI27,pas,1,,,,,1,,non,ot,non,ot,,,,1,,,,,,,,1,,,,,js,qqf,,,,,,,1,,,1,,,,,,,js,qqf,F,21
H1,ESI28,ordi,,1,,,,,,non,ot,ot,non,1,,,1,,,,,,,,1,,,,,1X,qqf,,,,,,,,,,,,,notercours,,,,tt,1X,F,21
H1,ESI29,pas,,,,,,1,,non,osp,non,non,,,,,,,,,,,,,,1,,,js,js,,,,,,,,,,,,,,,1,,NA,NA,F,20
H1,ESI30,papier,,,,,,1,,non,ot,non,non,,,,1,,,,,,,,,,,,,js,qqf,,,,,,,,,,,,,,1,1,,NA,NA,F,19
H1,ESI31,ordi,,,,,,1,,non,ot,non,ot,,,,,,,,,,,,,,1,1,,NA,NA,,,,,,,,,,,1,,,,,,tt,js,F,20
H1,ESI32,pas,,,,,,1,,non,osp,non,ot,,,,,,,,,,,,,,1,,,js,js,,,,,,,,,,,,1,,,,,sv,sv,H,21
H1,ESI33,pas,,,,,,1,,NR,NR,NR,ot,1,1,,1,,,,,,,,,,,,,qqf,qqf,,,,,,,,,,,,,,1,,,js,js,H,21
H1,ESI34,ordi,1,,,,,,,NR,ot,NR,ot,,1,,1,,,,,,,,,,,,,js,sv,,,,,,,,,,,1,1,,,,,tt,qqf,F,21
H1,ESI35,X,1,,,,,,,NR,NR,ot,NR,,1,,1,,,,,,,,1,,,,,1X,1X,,,,,,,,,,1,,1,,,,,qqf,js,F,22
H1,ESI36,ordi,1,,,,,,,non,ot,non,ot,,1,,1,,,,,,,,,,,,,js,sv,,,,,,,,,,,1,,,,,,tt,js,F,20
H1,ESI37,ordi,,,,,1,,ppt,non,ot,non,ot,,,,1,,,,,,,,1,,,,,js,qqf,,,,,,,,,,,1,,,,,,tt,js,F,19
H1,ESI38,pas,,,,,,1,,osp,osp,ot,ot,,,,,,,,,,1,,1,,,,,js,1X,,,,,,,,,,,1,,,,,,1X,qqf,F,24
H1,ESI39,pas,,,,,,1,,osp,osp,ot,non,,,,,,,,,,,,,,1,1,,NA,NA,,1, ,,,,,,,,,,,,,,qqf,sv,F,21
H1,ESI40,ordi,,,,,,1,,non,ot,non,ot,,,,,,,,1,,,,1,,,,,js,sv,,,1,,,,,,,,1,,,,,,sv,sv,F,19
H1,ESI41,pas,1,,,,,,,NR,NR,NR,ot,,1,,1,,,,,,1,,1,,,,,1X,qqf,,,,,1,,,,,,,,,,,,js,1X,H,20
H1,ESI42,papier,,,,,,1,,non,ot,non,non,,,,,,,,,,1,,1,,,,,qqf,1X,,,,,,,,,,,,,,1,,,js,js,H,22
H1,ESI43,pas,,,,,,1,,NR,NR,NR,ot,,,,,,,,,,,,,,1,,,js,js,,,,,,,,,,1,,,,,,,js,js,H,21
H1,ESI44,ordi,,,,,,1,,NR,osp,NR,ot,,,,1,,,,,,,,,,,,,js,qqf,,,,,,,,,,,,,lire,,,,qqf,sv,F,21
H1,ESI45,pas,,,,,,1,,non,osp,non,ot,,1,,,,,,,,1,,,,,,,js,qqf,,,,,,,,,,1,,,,,,,1X,sv,F,25
H1,ESI46,papier,,,,,,1,,non,ot,non,non,,1,,,,,,,,,,,,,,,js,1X,,,,,,,,,,,,,,,1,,NA,NA,F,20
H1,ESI47,pas,,,,,,1,,non,ot,non,ot,,,,,,,,,,1,,1,,,,,js,sv,,,,,,,,,,,,,,1,,,js,sv,F,35
H1,ESI48,pas,,,,,,1,,NR,ot,ot,NR,,,,,,,,,,,,,,1,1,,NA,NA,,,,,,,,,,,,,,1,1,,NA,NA,H,21
H1,ESI49,pas,,,,,,1,,non,ot,ot,non,,,,,1,,,,,,,1,,,,,js,qqf,,,,,,,,,,,,,,1,,,js,qqf,F,22
H1,ESI50,pas,,,,,,1,,non,ot,non,ot,,,,,,,,,,,,1,,,,,js,qqf,,,,,,,,,,,,,,1,,,js,js,F,22
H1,ESI51,papier,1,,,,,,,non,ot,non,non,,1,,1,,,,,,,,,,,,,js,tt,,,,,,,,,,,,,,,1,,NA,NA,F,20
H1,ESI52,papier,,,,,,1,,non,ot,non,non,,,,,1,,,1,,1,,1,,,,,js,sv,,,,,,,,,,,,,,,1,,NA,NA,F,20
H1,ESI53,X,,,,,,1,,ot,non,non,ot,,,,,,,,,,,,,,1,,,js,js,,,,,,,,,,,,,notercours,,,,tt,js,F,42
H1,ESI54,pas,,,,,,1,,NR,ot,NR,ot,,,,,,,,,,,,,,1,,,js,js,,1,,,,,,,,,,,,,,,js,tt,F,30
H1,ESI55,pas,1,,,,,,,ot,NR,NR,ot,1,,,,,,,,,,,,,,,,1X,js,,,,,,,,,,1,,,,,,,tt,js,F,35
H1,ESI56,ordi,,1,,,,,,NR,ot,NR,ot,1,,,,,,,,,,,,,,,,1X,js,1,,,,,,,,,,,,,,,,sv,js,F,38
C1,ESI1,ordi,,,,,,1,,non,ot,non,ot,,,,,,,,,,,,1,,,,,js,1X,,,,,,,,,,,,1,,,,,js,js,NA,NA
C1,ESI2,ordi,,,,,,1,,NR,osp,NR,ot,,,,1,,,,,,,,1,,,,,1X,1X,,,,,,,,,,,,,,,1,,NA,NA,F,19
C1,ESI3,papier,,,,1,,,,non,osp,non,non,,,,,,,,,,,,,,1,,,js,js,,,,,,,,,,,,,,1,1,,NA,NA,F,21
C1,ESI4,papier,,,,,,1,,non,osp,non,non,,,,,,,,,,,,,,1,,,js,js,,,,,,,,,,,,,,,1,,NA,NA,F,22
C1,ESI5,papier,1,,,,,,,non,osp,non,non,,,,,1,,,,,,,,,,,,js,qqf,,,,,,,,,,,,,,,1,,NA,NA,F,21
C1,ESI6,papier,1,,,,,,,non,osp,non,non,,,,1,,,,,,,,,,,,,1X,js,,,,,,,,,,,,,,,1,,NA,NA,F,20
C1,ESI7,papier,1,,,,,,,non,osp,non,osp,,,,1,,,,,,,,,,,,,js,qqf,,,,,,,,,,,,,,,1,,NA,NA,F,20
C1,ESI8,ordi,1,,,,,,,non,ot,non,ot,,1,,1,1,,,,,1,,1,,,,,js,qqf,,,,,,,,,,,,,notercours,,,,sv,js,F,20
C1,ESI9,pas,,,,,,1,,non,osp,non,non,,,,,,,,,,,,,reg-heure,,,,js,qqf,,,,,,,,,,,,,,,1,,NA,NA,H,23
C1,ESI10,papier,1,,,,,,,non,non,non,non,,,,,,,,,,,,,,,1,,NA,NA,,,,,,,,,,,,,,,1,,NA,NA,F,20
C1,ESI11,ordi,1,,,,,,,osp,osp,NR,ot,,,,,,,,,,,,,,1,1,,NA,NA,,,,,,,,,,,1,,,,,,sv,js,F,21
C1,ESI12,pas,1,,,,,,,osp,NR,non,non,,,,1,,,,,,,,,,,,,qqf,js,,,,,,,,,,,,,,,1,,NA,NA,F,21
C1,ESI13,pas,1,,,,,,,non,non,non,non,,,,,,,,,,,,,,,1,,NA,NA,,,,,,,,,,,,,,,1,,NA,NA,F,21
C1,ESI14,papier,,1,,1,,,,non,ot,non,non,,1,,1,,,,,,,,,,,,,js,sv,,,,,,,,,,,,,,1,,,js,js,F,22
C1,ESI15,pas,,1,,1,,,,NR,osp,NR,NR,,,,1,,,,,,,,,,,,,js,js,,,,,,,,,,,,,,,1,,NA,NA,F,21
C1,ESI16,papier,1,,,,,,,non,osp,non,non,,,,,,,,,,,,,,1,1,,NA,NA,,,,,,,,,,,,,,,1,,NA,NA,F,25
C1,ESI17,ordi,1,,,,,,,non,osp,NR,NR,,,,,,,,,,,,,,1,,,js,js,,,,,,,,,,,,,,1,,,js,js,F,22
C1,ESI18,ordi,,,,,,1,,non,osp,non,ot,,,,1,,,,,,1,,,,,,,qqf,qqf,,,,,,,,,,,,,,,,1,nvp,nvp,H,40
C1,ESI19,ordi,1,,,,1,,qt_int,osp,non,ot,non,,,,1,,,,,,,,,,,,,1X,1X,,,,,,,,,,,,,notercours,,,,tt,tt,F,20
C1,ESI20,X,1,,,,,,,NR,osp,NR,ot,,,,,,,,,,1,,,,,,,1X,1X,,,,,,,,,,,,,notercours,,,,tt,tt,F,20
C1,ESI21,X,1,1,,,,,,non,osp,non,ot,,,,,,,,,,,,,,1,1,,NA,NA,,,,,,,,,,,1,1,,,,,1X,js,F,19
C1,ESI22,pas,,,,,,1,,osp,osp,non,non,,,,,,,,,,,,,,1,,,js,js,,,,,,,,,,,,,,1,,,js,js,F,36
C1,ESI23,pas,1,,,,,,,non,ot,non,osp,,,,1,,,,,,1,,1,,,,,qqf,qqf,,,,,,,,,,,,,,,1,,NA,NA,H,23
C1,ESI24,ordi,,,,,,1,,NR,ot,NR,ot,,,1,1,1,,,,,,,1,,,,,qqf,qqf,,,,,,,,,,,1,1,,,,,sv,sv,F,20
C1,ESI25,pas,1,1,,1,,,,non,osp,non,ot,,,,,,,,,,,,,,1,,,nvp,nvp,,,,,,,,,,,1,,,,,,tt,jnsp,H,23
C1,ESI26,pas,1,,,,,,,non,osp,non,osp,,,,,,,,,,,,,,1,,,js,js,,,,,,,,,,,,,,1,,,js,js,F,21
C1,ESI27,papier,,,,,,1,,non,ot,non,non,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NA,NA
C1,ESI28,pas,1,,,,,,,non,ot,non,non,,,,1,,,,,,,,1,,,,,js,qqf,,,,,,,,,,,,,,,1,,NA,NA,F,20
C1,ESI29,papier,,,1,,,,,non,ot,non,non,,1,,1,1,,,,,,,,,,,,js,js,,,,,,,,,,,,,,1,,,js,js,NA,NA
C1,ESI30,pas,1,,,,,,,ot,NR,ot,ot,,,,1,,,,,,1,,,,,,,tt,tt,,,,,,,,1,1,,,,,,,,tt,tt,H,22
C1,ESI31,papier,1,,,,,,,ot,NR,ot,ot,,,,1,,,,,,1,,,,,,,tt,tt,,,,,,,,1,1,,,,,,,,js,tt,H,30
C1,ESI32,papier,,,,,,1,,non,non,non,non,,,,,,,,,,,,,,1,1,,NA,NA,,,,,,,,,,,,,,1,1,,NA,NA,F,19
C1,ESI33,ordi,1,,,,,,,non,ot,non,ot,,,,,,,,,,,,,,,,1,nvp,nvp,,,,,,,,,,,,,,,,1,nvp,nvp,F,20
C1,ESI34,pas,,,,,,1,,osp,osp,NR,NR,,,,,,,,,,,,,,1,1,,NA,NA,,,,,,,,,,,,,,1,1,,NA,NA,F,20
C1,ESI35,pas,,,,,,1,,non,non,non,ot,,,,,,,,,,,,,,1,,,js,js,1,,,,,,,,,,,,,,,,tt,js,H,19
C1,ESI36,pas,1,,,,,,,non,ot,non,non,,1,,1,1,,,1,1,1,1,,,,,,1X,1X,,,,,,,,,,,,,,,1,,NA,NA,F,20
C1,ESI37,pas,,,,,,1,,non,osp,non,non,,,,,,,,,,,,,,1,,,js,js,,,,,,,,,,,,,,,1,,NA,NA,F,20
C1,ESI38,pas,,,,,,1,,osp,osp,non,non,,,,1,,,,,,1,,,,,,,1X,1X,,,,,,,,,,,,,,1,,,js,js,F,20
C1,ESI39,papier,1,,,,,,,osp,osp,NR,NR,,,,,,,,,,,,,,1,,,js,js,,,,,,,,,,,,,,1,1,,js,js,F,21
C1,ESI40,papier,1,,,,,,,non,osp,non,non,,,,,,,,,,,,,,1,,,js,js,,,,,,,,,,,,,,,1,,NA,NA,F,21
C1,ESI41,papier,1,,,,,,,non,osp,non,non,,,,1,,,,,,1,,1,,,,,qqf,qqf,,,,,,,,,,,,,,,1,,NA,NA,F,19
C1,ESI42,pas,1,,,,,,,non,osp,non,ot,,1,,1,,,,1,,,,,,,,,js,qqf,,,,,,,,,,,1,,reg-photos,,,,qqf,qqf,F,20
C1,ESI43,ordi,,,,,,1,,non,osp,ot,non,,,,,,,,,,,,,,1,,,NR,NR,,,,,,,,,,,1,,,,,,tt,js,F,21
C1,ESI44,ordi,,,,,,1,,non,osp,non,ot,,,,,,,,,,,,,,1,,,NR,NR,,,,,,,,,,,1,,,,,,tt,js,F,20
C1,ESI45,papier,1,,,,,,,NR,osp,NR,NR,,,,,,,,,,,,,reg-heure,,,,js,qqf,,,,,,,,,,,,,,1,1,,NA,NA,F,21
C1,ESI46,papier,1,,,,,,,NR,osp,NR,NR,,,,,,,,,,,,,,1,,,NR,NR,,,,,,,,,,,,,,1,,,NR,NR,F,21
C1,ESI47,papier,,,,,,1,,osp,NR,NR,NR,,,,,,,,,,,,,,1,,,js,js,,,,,,,,,,,,,,,1,,NA,NA,F,26
C1,ESI48,papier,1,,,,,,,osp,non,non,non,,,,1,,,,,,,,,,,,,js,qqf,,,,,,,,,,,,,,,1,,NA,NA,F,24
C1,ESI49,ordi,1,,,,,,,non,osp,non,ot,,,,,,,,,,,,,,1,,,js,js,,,,,,,,,,,1,,,,,,sv,js,F,21
C1,ESI50,ordi,1,,,,,,,non,osp,ot,non,,,,1,,,,1,,,,,,,,,js,qqf,,,,,,,,,,,1,,,,,,sv,js,F,20
C1,ESI51,papier,,,,,,1,,non,osp,osp,non,,,,,,,,,,,,,,1,,,js,js,,,,,,,,,,,,,,1,,,js,js,F,26
C1,ESI52,ordi,1,,,,,,,non,non,non,ot,,,,,,,,,,,,,,1,,,js,js,,,,,,,,,,1,1,,,,,,tt,qqf,F,22
C1,ESI53,ordi,,,,,,1,,non,non,non,ot,,,,,,,,,,,,,,,1,,NA,NA,,,,,,,,,,,1,,,,,,qqf,js,F,22
C1,ESI54,papier,,,,,,1,,NR,osp,non,non,,,,,,,,,,,,,,1,,,js,js,,,,,,,,,,,,,,1,,,js,js,F,20
C1,ESI55,papier,,,,,,1,,NR,osp,NR,NR,,,,,,,,,,,,,,1,,,js,js,,,,,,,,,,,,,,1,,,js,js,F,40
C1,ESI56,papier,1,,,,,,,NR,osp,NR,NR,,,,,,,,,,,,,,1,,,NR,NR,,,,,,,,,,,,,,1,,,NR,NR,F,20
C1,ESI57,papier,1,,,1,,,,non,osp,non,non,,,,,,,,,,,,,,1,,,js,js,,,,,,,,,,,,,,1,,,js,js,F,36
C1,ESI58,papier,1,,,,,,,NR,osp,NR,NR,1,,,1,,,,,,,,,,,,,qqf,1X,,,,,,,1,,,,,,,,,,1X,1X,F,32
C1,ESI59,papier,1,,,,,,,non,osp,NR,NR,,,,,,,,,,,,,,1,,,js,js,,,,,,,,,,,,,,,1,,NA,NA,F,34
C1,ESI60,papier,1,1,,,,,,non,ot,NR,NR,,1,,1,,,,,,,,,,,,,qqf,qqf,,,,,,,,,,,,,,,1,,NA,NA,H,31
C1,ESI61,pas,1,,,,,,,NR,osp,NR,ot,,,,1,,,,1,,,,,,,,,qqf,qqf,,,,,,,,,1,,1,,,,,,tt,qqf,F,21
C1,ESI62,ordi,,,,,,1,,non,non,non,ot,,,,1,,,,,,1,,,,,,,js,qqf,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,js,js,F,20
C1,ESI63,papier,1,,,,1,,qt_int,non,non,non,non,,,,,,,,,,,,,,1,,,js,qqf,,,,,,,,,,,,,,,1,,NA,NA,F,25
C1,ESI64,papier,1,,,,,,,non,osp,non,non,,,,,,,,,,,,,,1,,,js,js,,,,,,,,,,,,,,1,,,js,js,F,20
C1,ESI65,papier,1,,,,,,,osp,osp,non,non,,,,,,,,,,,,,,1,,,js,js,,,,,,,,,,,,,,,1,,NA,NA,F,20
C1,ESI66,papier,1,,,,,,,NR,osp,non,non,,,,1,,,,,,,,,,,,,js,1X,,,,,,,,,,,,,,,1,,NA,NA,F,20
C1,ESI67,papier,1,,,,,,,non,non,non,non,,,,,,,,,,,,,,,1,,NA,NA,,,,,,,,,,,,,,,1,,NA,NA,F,19
C1,ESI68,ordi,,,,,,1,,NR,osp,NR,ot,,,,,,,,,,,,,,1,,,js,1X,,,,,,,,,,,1,,,,,,tt,1X,F,22
C1,ESI69,ordi,,,,,1,,qt_int,non,non,non,ot,,,,,,,,,,,,,,1,,,js,js,,,,,,,,,,,1,,,,,,tt,js,F,23
C1,ESI70,papier,1,,,,,,,osp,osp,non,non,,,,,,,,,,,,,,1,,,js,js,,,,,,,,,,,,,,1,,,js,js,F,21
C1,ESI71,papier,1,,,,,,,non,osp,non,non,,,,1,,,,1,,,,,,,,,js,qqf,,,,,,,,,,,,,,,1,,NA,NA,F,19
C1,ESI72,papier,1,,,,,,,non,osp,non,non,,,,,,,,,,,,,,1,,,js,1X,,,,,,,,,,,,,,,1,,NA,NA,F,21
C1,ESI73,papier,,1,,,,,,NR,ot,NR,NR,1,,,1,,,,,,,,,,,,,qqf,qqf,1,,,,,,1,,,,,,,,,,tt,qqf,F,24
C1,ESI74,pas,1,,,,,,,ot,ot,ot,osp,,,,1,1,,,1,,,,1,,,,,qqf,qqf,,,,,,,,,,,1,,,,,,js,qqf,F,20
C1,ESI75,X,1,,,,,,,ot,ot,non,ot,1,1,,1,,,,1,1,,,1,,,,,1X,sv,,,,,,,,,,,1,1,,,,,js,js,F,21
C1,ESI76,X,,,,,1,,anciencours,non,osp,ot,non,,,,,,,,,,,,,,1,,,NR,NR,,,,1,,,,,,1,1,1,,,,,tt,qqf,F,21
C1,ESI77,pas,,,,,1,,ppt,non,osp,ot,non,,,,,,,,,,,,,,1,,,NR,NR,,,,,,,,,,,1,,,,,,tt,tt,F,20
C1,ESI78,papier,1,,,,,,,osp,non,non,non,1,,,,,,,,,,,1,,,,,1X,1X,,,,,,,,,,,,,,1,,,js,js,F,23
C1,ESI79,ordi,,,,,,1,,non,ot,non,ot,,1,,1,1,,,1,,1,,1,,,,,js,qqf,,,,,,,,,,,,,,1,1,,NR,NR,F,21
C1,ESI80,papier,1,,,,,,,non,non,non,non,,,,1,,,,,,,,,,,,,js,1X,,,,,,,,,,,,,,,1,,NA,NA,F,21
C1,ESI81,ordi,,,,,,1,,non,osp,non,ot,1,,,1,,,,,,,,,,,,,qqf,qqf,1,,,,,,,,,,1,,,,,,js,js,F,22
C1,ESI82,ordi,1,,,,,,,NR,NR,NR,ot,,,,,,,,,,,,,,1,,,1X,nvp,,,,,,,,,,,,,,,,1,nvp,nvp,F,19
C1,ESI83,pas,1,,,,,,,non,osp,non,non,,,,,,,,,,,,,reg-heure,,,,js,qqf,,,,,,,,,,,,,,,1,,NA,NA,F,22
C1,ESI84,pas,,,,,,1,,non,non,non,ot,,,,,,,,,,,,,,1,,,js,js,,,,,,,,,,,,,,1,,,js,js,F,20
C1,ESI85,ordi,1,,,,,,,non,osp,non,ot,,,,,,,,,,,,,,1,,,js,js,,,,,,,,,,,1,,,,,,tt,js,F,32
